2Dscore,3Dscore,active
0.180722892,0.892,0
0.024390244,0.892,0
0.023255814,0.892,0
0.275,0.891,0
0.244444444,0.891,0
0.224489796,0.89,0
0.195652174,0.89,0
0.169811321,0.89,0
0.333333333,0.889,0
0.186440678,0.889,1
0.156862745,0.889,0
0.153846154,0.889,0
0.104166667,0.889,0
0.393939394,0.888,0
0.261904762,0.888,0
0.261904762,0.888,0
0.25,0.888,1
0.243902439,0.888,0
0.175438596,0.888,1
0.075,0.888,0
0.571428571,0.887,0
0.25,0.887,1
0.120481928,0.887,0
0.02,0.887,0
0.243902439,0.886,0
0.2,0.886,0
0.023255814,0.886,0
0.432432432,0.885,0
0.432432432,0.885,0
0.25,0.885,1
0.159090909,0.885,0
0.102040816,0.885,0
0.102040816,0.885,0
0.025641026,0.885,0
0.023255814,0.885,0
0.022222222,0.885,0
0.319148936,0.884,1
0.319148936,0.884,0
0.261904762,0.884,0
0.23255814,0.884,0
0.169230769,0.884,0
0.127272727,0.884,0
0.024390244,0.884,0
0.466666667,0.883,0
0.358974359,0.883,0
0.16,0.883,0
0.145833333,0.883,0
0.145833333,0.883,0
0.052631579,0.883,0
0.052631579,0.883,0
0.37037037,0.882,0
0.210526316,0.882,0
0.170212766,0.882,0
0.018181818,0.882,0
0.565217391,0.881,1
0.275862069,0.881,1
0.173076923,0.881,0
0.038461538,0.881,0
0.023255814,0.881,0
0.102564103,0.88,0
0.307692308,0.879,0
0.279069767,0.879,0
0.210526316,0.879,0
0.188679245,0.879,0
0.023255814,0.879,0
0.023255814,0.879,0
0.243902439,0.878,0
0.212765957,0.878,0
0.197530864,0.878,0
0.041666667,0.878,0
0.041666667,0.878,0
0.487179487,0.877,0
0.046511628,0.877,0
0.55,0.876,1
0.196969697,0.876,0
0.195121951,0.876,0
0.14893617,0.876,0
0.025641026,0.876,0
0.025641026,0.876,0
0.225,0.875,0
0.224489796,0.875,0
0.06,0.875,0
0.025641026,0.875,0
0.022222222,0.875,0
0.022222222,0.875,0
0.020833333,0.875,0
0.571428571,0.874,0
0.384615385,0.874,1
0.204545455,0.874,0
0.128205128,0.874,1
0.314285714,0.873,0
0.275,0.873,0
0.191489362,0.873,0
0.191489362,0.873,0
0.051282051,0.873,0
0.024390244,0.873,0
0.352941176,0.872,0
0.283018868,0.872,1
0.175438596,0.872,0
0.169230769,0.872,1
0.12244898,0.872,0
0.12244898,0.872,0
0.111111111,0.872,0
0.023255814,0.872,0
0.45,0.871,1
0.35483871,0.871,0
0.348837209,0.871,0
0.309090909,0.871,1
0.210526316,0.871,0
0.195652174,0.871,0
0.181818182,0.871,0
0.102564103,0.871,0
0.040816327,0.871,0
0.020833333,0.871,0
0.6,0.87,0
0.275862069,0.87,0
0.04,0.87,0
0.023255814,0.87,0
0.541666667,0.869,1
0.377777778,0.869,0
0.307692308,0.869,0
0.23255814,0.869,0
0.020833333,0.869,0
0.675675676,0.868,1
0.675675676,0.868,0
0.279069767,0.868,0
0.210526316,0.868,1
0.037037037,0.868,0
0.333333333,0.867,0
0.333333333,0.867,0
0.174603175,0.867,0
0.166666667,0.867,0
0.166666667,0.867,0
0.104166667,0.867,0
0.023255814,0.867,0
0.35,0.866,0
0.275,0.866,0
0.274509804,0.866,0
0.274509804,0.866,0
0.23255814,0.866,0
0.192307692,0.866,0
0.052631579,0.866,0
0.4,0.865,0
0.275862069,0.865,0
0.212765957,0.865,0
0.177777778,0.865,0
0.06,0.865,0
0.025641026,0.865,0
0.025641026,0.865,0
0.018181818,0.865,0
0.72,0.864,1
0.195652174,0.864,0
0.195652174,0.864,0
0.192307692,0.864,0
0.097560976,0.864,0
0.069767442,0.864,0
0.047619048,0.864,0
0.046511628,0.864,0
0.72,0.863,0
0.275,0.863,0
0.224489796,0.863,0
0.098039216,0.863,0
0.075,0.863,0
0.02,0.863,0
0.019230769,0.863,0
0.265306122,0.862,1
0.265306122,0.862,0
0.071428571,0.862,0
0.069767442,0.862,0
0.031746032,0.862,0
0.37037037,0.861,1
0.3125,0.861,0
0.285714286,0.861,1
0.197183099,0.861,0
0.371428571,0.86,1
0.37037037,0.86,0
0.279069767,0.86,0
0.169811321,0.86,0
0.169811321,0.86,0
0.112903226,0.86,1
0.094339623,0.86,0
0.037037037,0.86,0
0.025641026,0.86,0
0.025641026,0.86,0
0.346153846,0.859,0
0.314285714,0.859,0
0.29787234,0.859,1
0.29787234,0.859,0
0.127272727,0.859,0
0.038461538,0.859,0
0.02,0.859,0
0.4375,0.858,0
0.225,0.858,0
0.220338983,0.858,0
0.2,0.858,1
0.2,0.858,0
0.2,0.858,0
0.2,0.858,1
0.085714286,0.858,0
0.018867925,0.858,0
0.31372549,0.857,0
0.275362319,0.857,0
0.23255814,0.857,1
0.23255814,0.857,0
0.153846154,0.857,1
0.108108108,0.857,0
0.102564103,0.857,0
0.025641026,0.857,0
0.025641026,0.857,0
0.025641026,0.857,0
0.216216216,0.856,0
0.196969697,0.856,0
0.104166667,0.856,0
0.068965517,0.856,0
0.025641026,0.856,0
0.382978723,0.855,0
0.382978723,0.855,0
0.313432836,0.855,0
0.195652174,0.855,1
0.170731707,0.855,0
0.086956522,0.855,0
0.047619048,0.855,0
0.037037037,0.855,0
0.018867925,0.855,0
0.018867925,0.855,0
0.314285714,0.854,0
0.216666667,0.854,0
0.157894737,0.854,0
0.106382979,0.854,0
0.106382979,0.854,0
0.488372093,0.853,1
0.488372093,0.853,0
0.35,0.853,0
0.192307692,0.853,0
0.047619048,0.853,0
0.024390244,0.853,0
0.024390244,0.853,0
0.023255814,0.853,0
0.02,0.853,0
0.456521739,0.852,1
0.456521739,0.852,0
0.35483871,0.852,0
0.238095238,0.852,0
0.220338983,0.852,0
0.212765957,0.852,0
0.171052632,0.852,0
0.104166667,0.852,0
0.102564103,0.852,0
0.102564103,0.852,0
0.0625,0.852,1
0.0625,0.852,0
0.023255814,0.852,0
0.020833333,0.852,0
0.02,0.852,0
0.333333333,0.851,0
0.333333333,0.851,0
0.104166667,0.851,0
0.083333333,0.851,0
0.06122449,0.851,0
0.026315789,0.851,0
0.024390244,0.851,0
0.024390244,0.851,0
0.571428571,0.85,0
0.533333333,0.85,1
0.236363636,0.85,1
0.236363636,0.85,1
0.2,0.85,0
0.142857143,0.85,0
0.120481928,0.85,0
0.117647059,0.85,0
0.117647059,0.85,0
0.078431373,0.85,0
0.018867925,0.85,0
0.6,0.849,1
0.487179487,0.849,1
0.416666667,0.849,0
0.378378378,0.849,0
0.275862069,0.849,0
0.243902439,0.849,0
0.24,0.849,0
0.24,0.849,0
0.181818182,0.849,0
0.16,0.849,0
0.16,0.849,0
0.141176471,0.849,0
0.104166667,0.849,0
0.047619048,0.849,1
0.025641026,0.849,0
0.018867925,0.849,0
0.256410256,0.848,1
0.224489796,0.848,0
0.063829787,0.848,0
0.026315789,0.848,0
0.571428571,0.847,1
0.314285714,0.847,0
0.224489796,0.847,0
0.195652174,0.847,0
0.181818182,0.847,0
0.177777778,0.847,0
0.071428571,0.847,0
0.041666667,0.847,0
0.041666667,0.847,0
0.025641026,0.847,0
0.020833333,0.847,0
0.25,0.846,0
0.243243243,0.846,0
0.215686275,0.846,0
0.210526316,0.846,0
0.195652174,0.846,0
0.195652174,0.846,0
0.037037037,0.846,0
0.025641026,0.846,0
0.023255814,0.846,0
0.466666667,0.845,0
0.4375,0.845,1
0.24,0.845,0
0.23255814,0.845,0
0.226415094,0.845,0
0.2,0.845,0
0.020833333,0.845,0
0.35483871,0.844,1
0.265306122,0.844,0
0.222222222,0.844,0
0.119047619,0.844,0
0.102564103,0.844,0
0.102564103,0.844,0
0.093023256,0.844,0
0.024390244,0.844,0
0.341463415,0.843,0
0.34,0.843,1
0.181818182,0.843,0
0.179487179,0.843,0
0.171052632,0.843,0
0.152173913,0.843,0
0.152173913,0.843,0
0.142857143,0.843,0
0.130434783,0.843,0
0.102040816,0.843,0
0.102040816,0.843,0
0.075,0.843,0
0.023255814,0.843,0
0.277777778,0.842,1
0.023255814,0.842,0
0.298245614,0.841,0
0.257142857,0.841,0
0.211267606,0.841,0
0.0625,0.841,1
0.0625,0.841,0
0.03030303,0.841,0
0.019230769,0.841,0
0.393939394,0.84,0
0.277777778,0.84,0
0.23255814,0.84,1
0.177777778,0.84,0
0.176470588,0.84,0
0.076923077,0.84,0
0.048780488,0.84,0
0.018867925,0.84,0
0.541666667,0.839,0
0.333333333,0.839,0
0.25,0.839,0
0.222222222,0.839,0
0.214285714,0.839,0
0.204545455,0.839,0
0.181818182,0.839,0
0.127659574,0.839,0
0.071428571,0.839,0
0.047619048,0.839,0
0.024390244,0.839,0
0.533333333,0.838,0
0.416666667,0.838,0
0.333333333,0.838,0
0.307692308,0.838,0
0.227272727,0.838,1
0.224489796,0.838,0
0.224489796,0.838,0
0.211267606,0.838,0
0.108108108,0.838,0
0.034482759,0.838,0
0.025641026,0.838,0
0.019230769,0.838,0
0.565217391,0.837,0
0.346938776,0.837,1
0.346938776,0.837,1
0.263157895,0.837,0
0.261904762,0.837,1
0.244444444,0.837,0
0.21875,0.837,0
0.195652174,0.837,0
0.111111111,0.837,0
0.071428571,0.837,0
0.02,0.837,0
0.4,0.836,1
0.243243243,0.836,0
0.179487179,0.836,0
0.166666667,0.836,0
0.166666667,0.836,0
0.141176471,0.836,0
0.102040816,0.836,0
0.054545455,0.836,0
0.352941176,0.835,0
0.228571429,0.835,0
0.104166667,0.835,0
0.022222222,0.835,0
0.018867925,0.835,0
0.571428571,0.834,0
0.25,0.834,0
0.243243243,0.834,0
0.195652174,0.834,0
0.173913043,0.834,0
0.098039216,0.834,0
0.024390244,0.834,0
0.023255814,0.834,0
0.195652174,0.833,0
0.076923077,0.833,0
0.034482759,0.833,0
0.018181818,0.833,0
0.23255814,0.832,0
0.224489796,0.832,0
0.224489796,0.832,0
0.21875,0.832,0
0.161290323,0.832,0
0.086956522,0.832,0
0.020833333,0.832,0
0.020833333,0.832,0
0.019230769,0.832,0
0.571428571,0.831,0
0.35483871,0.831,0
0.333333333,0.831,0
0.333333333,0.831,0
0.314285714,0.831,0
0.275862069,0.831,1
0.21875,0.831,0
0.2,0.831,0
0.125,0.831,0
0.125,0.831,0
0.025,0.831,0
0.4375,0.83,0
0.197530864,0.83,0
0.191489362,0.83,0
0.157894737,0.83,0
0.024390244,0.83,0
0.024390244,0.83,0
0.352941176,0.829,0
0.333333333,0.829,0
0.274509804,0.829,1
0.265306122,0.829,1
0.25,0.829,1
0.037037037,0.829,0
0.024390244,0.829,0
0.018181818,0.829,0
0.37037037,0.828,1
0.289473684,0.828,0
0.275,0.828,0
0.242424242,0.828,0
0.23255814,0.828,1
0.23255814,0.828,0
0.215686275,0.828,0
0.208955224,0.828,0
0.144927536,0.828,0
0.02,0.828,0
0.019230769,0.828,0
0.4375,0.827,0
0.352941176,0.827,0
0.220338983,0.827,1
0.127659574,0.827,0
0.102564103,0.827,0
0.076923077,0.827,0
0.071428571,0.827,0
0.068965517,0.827,0
0.068965517,0.827,0
0.025,0.827,0
0.025,0.827,0
0.023255814,0.827,0
0.020833333,0.827,0
0.571428571,0.826,1
0.333333333,0.826,1
0.152173913,0.826,0
0.132075472,0.826,0
0.108108108,0.826,0
0.106060606,0.826,0
0.063829787,0.826,0
0.039215686,0.826,0
0.020833333,0.826,0
0.02,0.826,0
0.571428571,0.825,0
0.571428571,0.825,1
0.458333333,0.825,1
0.348837209,0.825,0
0.314285714,0.825,0
0.314285714,0.825,0
0.309090909,0.825,0
0.204545455,0.825,0
0.166666667,0.825,0
0.114285714,0.825,0
0.085106383,0.825,0
0.35483871,0.824,0
0.314285714,0.824,0
0.1,0.824,0
0.1,0.824,0
0.075471698,0.824,0
0.056603774,0.824,0
0.285714286,0.823,0
0.220338983,0.823,1
0.204545455,0.823,0
0.169491525,0.823,1
0.16,0.823,0
0.135135135,0.823,0
0.133333333,0.823,0
0.126984127,0.823,0
0.093023256,0.823,0
0.090909091,0.823,1
0.090909091,0.823,0
0.040816327,0.823,0
0.026315789,0.823,0
0.022222222,0.823,0
0.02,0.823,0
0.35483871,0.822,0
0.263157895,0.822,0
0.186046512,0.822,0
0.186046512,0.822,0
0.153846154,0.822,0
0.041666667,0.822,0
0.041666667,0.822,0
0.024390244,0.822,0
0.024390244,0.822,0
0.02,0.822,0
0.35483871,0.821,0
0.323529412,0.821,0
0.314285714,0.821,0
0.222222222,0.821,0
0.195121951,0.821,0
0.191489362,0.821,0
0.191489362,0.821,0
0.176470588,0.821,0
0.0625,0.821,0
0.025,0.821,0
0.025,0.821,0
0.022222222,0.821,0
0.019230769,0.821,0
0.019230769,0.821,0
0.224489796,0.82,0
0.152173913,0.82,0
0.147058824,0.82,0
0.132075472,0.82,0
0.125,0.82,0
0.125,0.82,0
0.114285714,0.82,0
0.06122449,0.82,0
0.04,0.82,0
0.018181818,0.82,0
0,0.82,0
0.52,0.819,1
0.52,0.819,0
0.35483871,0.819,0
0.35483871,0.819,1
0.277777778,0.819,0
0.274509804,0.819,0
0.23255814,0.819,0
0.224137931,0.819,0
0.163636364,0.819,1
0.16,0.819,0
0.136363636,0.819,0
0.126984127,0.819,0
0.126984127,0.819,1
0.03030303,0.819,0
0.541666667,0.818,1
0.541666667,0.818,0
0.35483871,0.818,1
0.333333333,0.818,0
0.257142857,0.818,0
0.23255814,0.818,0
0.202702703,0.818,0
0.163636364,0.818,0
0.119047619,0.818,0
0.024390244,0.818,0
0.02,0.818,0
0.018867925,0.818,0
0.159090909,0.817,0
0.092307692,0.817,0
0.038461538,0.817,0
0.023255814,0.817,0
0.224489796,0.816,1
0.152173913,0.816,0
0.076923077,0.816,0
0.23255814,0.815,0
0.23255814,0.815,0
0.209302326,0.815,1
0.166666667,0.815,0
0.153846154,0.815,0
0.466666667,0.814,1
0.393939394,0.814,1
0.333333333,0.814,1
0.208333333,0.814,1
0.189189189,0.814,0
0.177777778,0.814,0
0.160714286,0.814,0
0.048780488,0.814,0
0.024390244,0.814,0
0.023255814,0.814,0
0.02173913,0.814,0
0.303030303,0.813,0
0.285714286,0.813,0
0.21875,0.813,0
0.211267606,0.813,0
0.211267606,0.813,0
0.18,0.813,1
0.163636364,0.813,1
0.163636364,0.813,0
0.13559322,0.813,0
0.13559322,0.813,0
0.037037037,0.813,0
0.393939394,0.812,0
0.260869565,0.812,0
0.260869565,0.812,0
0.243902439,0.812,0
0.2,0.812,0
0.169811321,0.812,0
0.169811321,0.812,0
0.157894737,0.812,0
0.157894737,0.812,0
0.020833333,0.812,0
0.382978723,0.811,0
0.382978723,0.811,0
0.35483871,0.811,1
0.317073171,0.811,0
0.28125,0.811,0
0.195652174,0.811,0
0.181818182,0.811,1
0.181818182,0.811,1
0.181818182,0.811,0
0.181818182,0.811,0
0.166666667,0.811,0
0.153846154,0.811,0
0.117647059,0.811,0
0.081081081,0.811,0
0.041666667,0.811,0
0.024390244,0.811,0
0.024390244,0.811,0
0.411764706,0.81,1
0.361111111,0.81,0
0.35483871,0.81,0
0.35,0.81,0
0.204545455,0.81,0
0.2,0.81,0
0.188679245,0.81,0
0.169811321,0.81,0
0.169811321,0.81,0
0.153846154,0.81,0
0.153846154,0.81,0
0.145454545,0.81,0
0.145454545,0.81,0
0.126984127,0.81,0
0.106060606,0.81,0
0.0625,0.81,0
0.039215686,0.81,0
0.034482759,0.81,0
0.034482759,0.81,0
0.027777778,0.81,0
0.393939394,0.809,0
0.181818182,0.809,0
0.181818182,0.809,0
0.181818182,0.809,0
0.160714286,0.809,0
0.075949367,0.809,0
0.075949367,0.809,0
0.058823529,0.809,0
0.022727273,0.809,0
0.020833333,0.809,0
0.314285714,0.808,0
0.257142857,0.808,0
0.246575342,0.808,0
0.210526316,0.808,0
0.195121951,0.808,0
0.132075472,0.808,0
0.026315789,0.808,0
0.02173913,0.808,0
0.571428571,0.807,0
0.431818182,0.807,0
0.243902439,0.807,1
0.243243243,0.807,0
0.235294118,0.807,0
0.209302326,0.807,1
0.189189189,0.807,0
0.166666667,0.807,0
0.152173913,0.807,0
0.094339623,0.807,0
0.075471698,0.807,0
0.075,0.807,0
0.037037037,0.807,0
0.024390244,0.807,0
0.02,0.807,0
0.454545455,0.806,0
0.277777778,0.806,0
0.277777778,0.806,0
0.257142857,0.806,0
0.244444444,0.806,1
0.23255814,0.806,0
0.204545455,0.806,0
0.195121951,0.806,0
0.191780822,0.806,0
0.191780822,0.806,0
0.125,0.806,0
0.125,0.806,0
0.026315789,0.806,0
0.022222222,0.806,0
0.020833333,0.806,0
0.02,0.806,0
0.235294118,0.805,0
0.174603175,0.805,1
0.164383562,0.805,0
0.164383562,0.805,0
0.097560976,0.805,0
0.076923077,0.805,0
0.075,0.805,0
0.03125,0.805,0
0.025641026,0.805,0
0.448275862,0.804,0
0.448275862,0.804,0
0.393939394,0.804,0
0.378378378,0.804,0
0.292682927,0.804,0
0.171428571,0.804,0
0.171428571,0.804,0
0.159090909,0.804,0
0.153846154,0.804,0
0.135135135,0.804,0
0.083333333,0.804,0
0.076923077,0.804,0
0.023255814,0.804,0
0.225,0.803,0
0.192307692,0.803,0
0.12244898,0.803,0
0.12244898,0.803,0
0.071428571,0.803,0
0.063829787,0.803,0
0.024390244,0.803,0
0.5,0.802,1
0.5,0.802,0
0.4375,0.802,0
0.361702128,0.802,1
0.361702128,0.802,0
0.352941176,0.802,0
0.3125,0.802,0
0.277777778,0.802,0
0.189189189,0.802,0
0.132075472,0.802,0
0.063829787,0.802,0
0.041666667,0.802,0
0.025,0.802,0
0.024390244,0.802,0
0.35483871,0.801,0
0.333333333,0.801,0
0.314285714,0.801,0
0.257142857,0.801,0
0.25,0.801,0
0.169014085,0.801,1
0.169014085,0.801,0
0.132075472,0.801,0
0.121212121,0.801,0
0.097560976,0.801,0
0.056603774,0.801,0
0.045454545,0.801,0
0.034482759,0.801,0
0.02173913,0.801,0
0.342105263,0.8,0
0.324324324,0.8,0
0.324324324,0.8,0
0.173076923,0.8,1
0.166666667,0.8,0
0.114285714,0.8,0
0.114285714,0.8,0
0.083333333,0.8,0
0.076923077,0.8,0
0.02,0.8,0
0.35483871,0.799,0
0.325581395,0.799,0
0.288461538,0.799,0
0.288461538,0.799,0
0.272727273,0.799,0
0.266666667,0.799,0
0.256410256,0.799,0
0.224137931,0.799,0
0.224137931,0.799,0
0.184210526,0.799,0
0.177777778,0.799,0
0.166666667,0.799,0
0.136363636,0.799,0
0.134615385,0.799,0
0.133858268,0.799,0
0.076923077,0.799,0
0.076923077,0.799,0
0.041666667,0.799,0
0.041666667,0.799,0
0.026315789,0.799,0
0.024390244,0.799,0
0.023255814,0.799,0
0.395348837,0.798,1
0.395348837,0.798,0
0.378378378,0.798,0
0.314285714,0.798,0
0.275,0.798,1
0.261904762,0.798,0
0.24,0.798,0
0.21875,0.798,0
0.210526316,0.798,0
0.202702703,0.798,0
0.189189189,0.798,0
0.177777778,0.798,0
0.15625,0.798,1
0.135135135,0.798,0
0.024390244,0.798,0
0.024390244,0.798,0
0.02,0.798,0
0.352941176,0.797,0
0.341463415,0.797,0
0.333333333,0.797,0
0.272727273,0.797,0
0.177777778,0.797,0
0.114285714,0.797,0
0.114285714,0.797,0
0.083333333,0.797,0
0.042553191,0.797,0
0.039215686,0.797,0
0.025641026,0.797,0
0.020833333,0.797,0
0.02,0.797,0
0.333333333,0.796,0
0.216216216,0.796,0
0.214285714,0.796,0
0.2,0.796,0
0.137254902,0.796,0
0.111111111,0.796,0
0.083333333,0.796,0
0.068965517,0.796,0
0.024390244,0.796,0
0.023809524,0.796,0
0.021276596,0.796,0
0.369565217,0.795,1
0.369565217,0.795,0
0.35483871,0.795,1
0.35483871,0.795,0
0.333333333,0.795,0
0.272727273,0.795,1
0.240740741,0.795,0
0.224137931,0.795,0
0.169811321,0.795,1
0.169811321,0.795,0
0.169491525,0.795,0
0.166666667,0.795,0
0.166666667,0.795,0
0.166666667,0.795,0
0.020833333,0.795,0
0.02,0.795,0
0.02,0.795,0
0.448275862,0.794,0
0.35483871,0.794,0
0.243902439,0.794,0
0.189189189,0.794,0
0.166666667,0.794,0
0.162790698,0.794,0
0.16,0.794,0
0.071428571,0.794,0
0.024390244,0.794,0
0.393939394,0.793,0
0.328125,0.793,1
0.226415094,0.793,1
0.225806452,0.793,0
0.210526316,0.793,0
0.181818182,0.793,0
0.125,0.793,0
0.125,0.793,0
0.051282051,0.793,0
0.03125,0.793,0
0.02,0.793,0
0.461538462,0.792,1
0.375,0.792,0
0.222222222,0.792,0
0.202702703,0.792,0
0.177777778,0.792,0
0.142857143,0.792,0
0.142857143,0.792,0
0.020833333,0.792,0
0.020833333,0.792,0
0.35,0.791,0
0.333333333,0.791,0
0.25,0.791,0
0.242424242,0.791,0
0.23255814,0.791,1
0.222222222,0.791,0
0.204545455,0.791,0
0.169811321,0.791,0
0.169811321,0.791,0
0.035714286,0.791,0
0.027777778,0.791,0
0.024390244,0.791,0
0.024390244,0.791,0
0.019230769,0.791,0
0.4375,0.79,1
0.4375,0.79,0
0.210526316,0.79,0
0.209302326,0.79,0
0.208955224,0.79,1
