2Dscore,3Dscore,active,
0.771428571429,0.891,1,
0.771428571429,0.891,0,
0.72,0.864,1,
0.72,0.863,0,
0.714285714286,0.946,1,
0.714285714286,0.91,0,
0.675675675676,0.868,1,
0.675675675676,0.868,0,
0.666666666667,0.719,0,
0.666666666667,0.679,1,
0.625,0.99,1,
0.625,0.99,0,
0.6,0.87,0,
0.6,0.849,1,
0.6,0.754,1,
0.6,0.746,0,
0.581395348837,0.916,0,
0.581395348837,0.911,0,
0.571428571429,0.874,0,
0.571428571429,0.85,0,
0.571428571429,0.825,0,
0.571428571429,0.743,0,
0.571428571429,0.831,0,
0.571428571429,0.646,0,
0.571428571429,0.571,0,
0.571428571429,0.554,0,
0.571428571429,0.887,0,
0.571428571429,0.714,1,
0.571428571429,0.847,1,
0.571428571429,0.834,1,
0.571428571429,0.826,1,
0.571428571429,0.825,1,
0.571428571429,0.807,0,
0.571428571429,0.765,0,
0.571428571429,0.731,0,
0.571428571429,0.724,0,
0.571428571429,0.714,0,
0.571428571429,0.713,0,
0.571428571429,0.699,0,
0.571428571429,0.69,1,
0.571428571429,0.928,1,
0.571428571429,0.928,0,
0.571428571429,0.882,1,
0.571428571429,0.835,1,
0.571428571429,0.818,1,
0.571428571429,0.818,0,
0.571428571429,0.981,0,
0.571428571429,0.981,0,
0.571428571429,0.788,1,
0.571428571429,0.785,0,
0.56862745098,0.768,1,
0.56862745098,0.74,0,
0.566666666667,0.677,1,
0.566666666667,0.65,1,
0.566666666667,0.668,1,
0.566666666667,0.64,1,
0.565217391304,0.981,1,
0.565217391304,0.981,0,
0.565217391304,0.881,1,
0.565217391304,0.837,0,
0.555555555556,0.649,0,
0.555555555556,0.647,1,
0.55,0.913,1,
0.55,0.876,1,
0.55,0.78,1,
0.55,0.763,1,
0.545454545455,0.959,1,
0.545454545455,0.959,0,
0.541666666667,0.869,1,
0.541666666667,0.839,0,
0.541666666667,0.818,1,
0.541666666667,0.818,0,
0.541666666667,0.799,1,
0.541666666667,0.753,1,
0.535714285714,0.721,1,
0.535714285714,0.689,0,
0.535714285714,0.835,1,
0.535714285714,0.741,1,
0.533333333333,0.85,1,
0.533333333333,0.838,0,
0.529411764706,0.719,0,
0.529411764706,0.641,0,
0.529411764706,0.579,0,
0.529411764706,0.544,0,
0.526315789474,1.0,1,
0.526315789474,1.0,0,
0.526315789474,0.95,0,
0.526315789474,0.95,0,
0.522727272727,0.895,1,
0.522727272727,0.895,0,
0.52,0.819,1,
0.52,0.819,0,
0.516129032258,0.888,0,
0.516129032258,0.794,0,
0.516129032258,0.774,0,
0.516129032258,0.758,0,
0.5,0.802,1,
0.5,0.802,0,
0.5,0.356,0,
0.5,0.325,0,
0.5,0.377,0,
0.5,0.329,0,
0.5,0.98,0,
0.5,0.98,0,
0.5,0.532,0,
0.5,0.353,0,
0.5,0.573,0,
0.5,0.395,0,
0.5,0.789,1,
0.5,0.575,1,
0.5,0.659,0,
0.5,0.631,0,
0.5,0.38,0,
0.5,0.374,0,
0.5,0.432,0,
0.5,0.373,0,
0.488372093023,0.853,1,
0.488372093023,0.853,0,
0.487179487179,0.933,1,
0.487179487179,0.933,0,
0.487179487179,0.877,0,
0.487179487179,0.849,1,
0.487179487179,0.983,1,
0.487179487179,0.983,0,
0.473684210526,0.663,1,
0.473684210526,0.611,0,
0.466666666667,0.916,0,
0.466666666667,0.883,0,
0.466666666667,0.751,0,
0.466666666667,0.702,0,
0.466666666667,0.845,0,
0.466666666667,0.814,1,
0.466666666667,0.656,0,
0.466666666667,0.621,0,
0.466666666667,0.81,0,
0.466666666667,0.733,0,
0.466666666667,0.78,0,
0.466666666667,0.737,0,
0.466666666667,0.733,0,
0.466666666667,0.706,0,
0.466666666667,0.696,0,
0.466666666667,0.658,0,
0.463414634146,0.987,0,
0.463414634146,0.987,0,
0.463414634146,0.891,1,
0.463414634146,0.891,0,
0.461538461538,0.549,0,
0.461538461538,0.523,0,
0.461538461538,0.467,0,
0.461538461538,0.455,0,
0.461538461538,0.72,1,
0.461538461538,0.709,0,
0.461538461538,0.792,1,
0.461538461538,0.607,1,
0.461538461538,0.338,0,
0.461538461538,0.313,0,
0.461538461538,0.739,1,
0.461538461538,0.628,1,
0.461538461538,0.607,0,
0.461538461538,0.566,0,
0.458333333333,0.825,1,
0.458333333333,0.727,0,
0.45652173913,0.852,1,
0.45652173913,0.852,0,
0.456140350877,0.674,1,
0.456140350877,0.674,0,
0.454545454545,0.533,0,
0.454545454545,0.528,0,
0.454545454545,0.546,0,
0.454545454545,0.541,0,
0.454545454545,0.538,0,
0.454545454545,0.51,0,
0.454545454545,0.518,0,
0.454545454545,0.496,1,
0.454545454545,0.922,1,
0.454545454545,0.922,0,
0.454545454545,0.806,0,
0.454545454545,0.766,0,
0.454545454545,0.764,0,
0.454545454545,0.749,0,
0.454545454545,0.737,0,
0.454545454545,0.735,0,
0.454545454545,0.721,0,
0.454545454545,0.693,0,
0.454545454545,0.482,0,
0.454545454545,0.445,0,
0.454545454545,0.438,1,
0.454545454545,0.424,1,
0.454545454545,0.392,0,
0.454545454545,0.388,0,
0.454545454545,0.99,1,
0.454545454545,0.99,0,
0.454545454545,0.526,0,
0.454545454545,0.501,0,
0.454545454545,0.499,1,
0.454545454545,0.473,0,
0.454545454545,0.418,0,
0.454545454545,0.404,1,
0.454545454545,0.824,0,
0.454545454545,0.824,0,
0.454545454545,0.552,1,
0.454545454545,0.505,1,
0.454545454545,0.505,0,
0.454545454545,0.501,0,
0.454545454545,0.495,0,
0.454545454545,0.361,1,
0.452380952381,0.919,1,
0.452380952381,0.826,1,
0.452380952381,0.713,1,
0.452380952381,0.713,0,
0.45,0.932,0,
0.45,0.871,1,
0.45,0.946,1,
0.45,0.946,0,
0.448275862069,0.773,0,
0.448275862069,0.773,0,
0.448275862069,0.804,0,
0.448275862069,0.794,0,
0.448275862069,0.784,0,
0.448275862069,0.758,0,
0.448275862069,0.745,0,
0.448275862069,0.744,0,
0.448275862069,0.804,0,
0.448275862069,0.744,0,
0.448275862069,0.704,1,
0.448275862069,0.677,0,
0.444444444444,0.671,0,
0.444444444444,0.662,1,
0.444444444444,0.781,0,
0.444444444444,0.775,0,
0.444444444444,0.794,1,
0.444444444444,0.713,1,
0.4375,0.827,0,
0.4375,0.745,0,
0.4375,0.83,0,
0.4375,0.802,0,
0.4375,0.72,0,
0.4375,0.709,0,
0.4375,0.685,0,
0.4375,0.664,0,
0.4375,0.858,0,
0.4375,0.845,1,
0.4375,0.79,1,
0.4375,0.79,0,
0.435897435897,0.644,0,
0.435897435897,0.61,0,
0.434782608696,0.723,0,
0.434782608696,0.668,0,
0.432432432432,0.885,0,
0.432432432432,0.885,0,
0.431818181818,0.689,1,
0.431818181818,0.689,0,
0.431818181818,0.807,0,
0.431818181818,0.751,1,
0.431818181818,0.736,0,
0.431818181818,0.698,1,
0.428571428571,0.985,0,
0.428571428571,0.977,0,
0.428571428571,0.944,0,
0.428571428571,0.944,0,
0.428571428571,0.927,0,
0.428571428571,0.927,0,
0.422222222222,0.74,1,
0.422222222222,0.74,0,
0.42,0.728,0,
0.42,0.699,1,
0.41935483871,0.985,1,
0.41935483871,0.985,0,
0.41935483871,0.973,1,
0.41935483871,0.973,0,
0.416666666667,0.849,0,
0.416666666667,0.838,0,
