2Dscore,3Dscore,active
0.177777778,0,0
0.05,0,0
0.177777778,0,0
0.039215686,0,0
0.025641026,0,0
0.35483871,0,0
0.04,0,0
0.255813953,0,0
0.04,0,0
0.257142857,0,0
0.222222222,0,0
0.35483871,0,1
0.225,0,0
0.04,0,0
0.235294118,0,0
0.033333333,0,0
0.04,0,0
0.3,0,0
0.024390244,0,0
0.034482759,0,0
0.2,0,0
0.210526316,0,0
0.571428571,0,0
0.03125,0,0
0.171428571,0,0
0.023255814,0,0
0.068965517,0,0
0.171428571,0,0
0.071428571,0,0
0.037037037,0,0
0.307692308,0,0
0.041666667,0,0
0.037037037,0,0
0.037037037,0,0
0.25,0,0
0.086956522,0,0
0.208333333,0,0
0.302325581,0,0
0.052631579,0,0
0.046511628,0,0
0.152173913,0,0
0.023809524,0,0
0.177777778,0,0
0.071428571,0,0
0.037037037,0,1
0.133333333,0,0
0.041666667,0,0
0.037037037,0,0
0.071428571,0,0
0.393939394,0,0
0.060606061,0,0
0.162162162,0,0
0.022222222,0,0
0.03125,0,0
0.194444444,0,0
0.204545455,0,0
0.210526316,0,0
0.162162162,0,0
0.071428571,0,0
0.191489362,0,0
0.243243243,0,0
0.176470588,0,0
0.069767442,0,0
0.03030303,0,0
0.208333333,0,0
0.222222222,0,0
0.03125,0,0
0.228571429,0,0
0.170212766,0,0
0.119402985,0,0
0.243902439,0,0
0.037037037,0,0
0.257142857,0,0
0.171428571,0,0
0.037037037,0,0
0.317073171,0,0
0.333333333,0,0
0.16,0,0
0.023255814,0,0
0.066666667,0,0
0.217391304,0,0
0.204545455,0,0
0.033333333,0,0
0.171428571,0,0
0.104166667,0,0
0.106060606,0,0
0.029411765,0,0
0.025641026,0,0
0.142857143,0,0
0.027027027,0,0
0.142857143,0,0
0.153846154,0,0
0.037037037,0,0
0.041666667,0,0
0.027027027,0,0
0.037037037,0,0
0.05,0,0
0.037037037,0,0
0.066666667,0,0
0.052631579,0,0
0.071428571,0,0
0.086956522,0,0
0.03125,0,0
0.205882353,0,0
0.23255814,0,0
0.033333333,0,0
0.205882353,0,0
0.152173913,0,0
0.034482759,0,0
0.133333333,0,0
0.023809524,0,0
0.03125,0,0
0.044444444,0,0
0.03125,0,0
0.05,0,0
0.046511628,0,0
0.05,0,0
0.176470588,0,0
0.071428571,0,0
0.05,0,0
0.068965517,0,0
0.041666667,0,0
0.159090909,0,0
0.078947368,0,0
0.035714286,0,0
0.177777778,0,0
0.037037037,0,0
0.037037037,0,0
0.071428571,0,0
0.086956522,0,0
0.025,0,0
0.159090909,0,0
0.023255814,0,0
0.032258065,0,0
0.204545455,0,0
0.022727273,0,0
0.195652174,0,0
0.032258065,0,0
0.039215686,0,0
0.033333333,0,0
0.078947368,0,0
0.06,0,0
0.028169014,0,0
0.055555556,0,0
0.035714286,0,0
0.023809524,0,0
0.204545455,0,0
0.025641026,0,0
0.025641026,0,0
0.024390244,0,0
0.024390244,0,0
0.018867925,0,0
0.024390244,0,0
0.191489362,0,0
0.022727273,0,0
0.024390244,0,0
0.024390244,0,0
0.034482759,0,0
0.047619048,0,0
0.2,0,1
0.043478261,0,0
0.071428571,0,0
0.034482759,0,0
0.2,0,0
0.5,0,0
0.166666667,0,0
0.083333333,0,0
0.133333333,0,0
0.111111111,0,0
0.170731707,0,0
0.034482759,0,0
0.071428571,0,0
0.257142857,0,0
0.111111111,0,0
0.024390244,0,0
0.018867925,0,0
0.024390244,0,0
0.076923077,0,0
0.022727273,0,0
0.075757576,0,0
0.019230769,0,0
0.019230769,0,0
0.264150943,0,0
0.024390244,0,0
0.018867925,0,0
0.024390244,0,0
0.12,0,0
0.022727273,0,0
0.142857143,0,0
0.034482759,0,0
0.071428571,0,0
0.189189189,0,0
0.034482759,0,0
0.024390244,0,0
0.034482759,0,0
0.1,0,0
0.03125,0,0
0.114754098,0,0
0.047619048,0,0
0.018181818,0,0
0.023255814,0,0
0.074074074,0,0
0.02173913,0,0
0.037037037,0,0
0.034482759,0,0
0.041666667,0,0
0.032258065,0,0
0.032258065,0,0
0.034482759,0,0
0.066666667,0,0
0.0625,0,0
0.142857143,0,0
0.0625,0,0
0.032258065,0,0
0.026315789,0,0
0.037037037,0,0
0.041666667,0,0
0.034482759,0,0
0.076923077,0,0
0.363636364,0,0
0.037037037,0,0
0.04,0,0
0.024390244,0,0
0.037037037,0,0
0.026315789,0,0
0.023255814,0,0
0.04,0,0
0.037037037,0,0
0.035714286,0,0
0.02,0,0
0.024390244,0,0
0.034482759,0,0
0.071428571,0,0
0.037037037,0,0
0.041666667,0,0
0.166666667,0,1
0.034482759,0,0
0.076923077,0,0
0.153846154,0,0
0.037037037,0,0
0.034482759,0,0
0.137254902,0,0
0.448275862,0,0
0.277777778,0,0
0.137254902,0,0
0.352941176,0,0
0.037037037,0,0
0.333333333,0,0
0.034482759,0,0
0.138888889,0,0
0.034482759,0,0
0.052631579,0,0
0.176470588,0,0
0.095238095,0,0
0.037037037,0,0
0.033333333,0,0
0.034482759,0,0
0.033333333,0,0
0.104166667,0,0
0.189189189,0,0
0.4375,0,0
0.023255814,0,0
0.078947368,0,0
0.078947368,0,0
0.045454545,0,0
0.083333333,0,0
0.058823529,0,0
0.041666667,0,0
0.04,0,0
0.114285714,0,0
0.037037037,0,1
0.131578947,0,0
0.034482759,0,0
0.179487179,0,0
0.023255814,0,0
0.179487179,0,0
0.041666667,0,0
0.076923077,0,0
0.034482759,0,0
0.166666667,0,0
0.071428571,0,0
0.027777778,0,0
0.041666667,0,0
0.037037037,0,0
0.08,0,0
0.032258065,0,0
0.038461538,0,0
0.131578947,0,0
0.045454545,0,0
0.032258065,0,0
0.11627907,0,0
0.076923077,0,0
0.153846154,0,0
0.034482759,0,0
0.0625,0,0
0.038461538,0,0
0.034482759,0,0
0.032258065,0,0
0.074074074,0,0
0.03125,0,0
0.12244898,0,0
0.179487179,0,0
0.032258065,0,0
0.076923077,0,0
0.041666667,0,0
0.076923077,0,0
0.454545455,0,1
0.0625,0,0
0.055555556,0,0
0.076923077,0,0
0.071428571,0,0
0.076923077,0,0
0.035714286,0,0
0.033333333,0,0
0.034482759,0,0
0.024390244,0,0
0.045454545,0,0
0.024390244,0,0
0.025,0,0
0.357142857,0,0
0.041666667,0,0
0.03125,0,0
0.064516129,0,0
0.333333333,0,0
0.285714286,0,0
0.027027027,0,0
0.064516129,0,0
0.03125,0,0
0.023255814,0,0
0.045454545,0,0
0.034482759,0,0
0.071428571,0,0
0.037037037,0,0
0.037037037,0,0
0.037037037,0,0
0.03125,0,0
0.04,0,0
0.026315789,0,0
0.034482759,0,0
0.037037037,0,0
0.076923077,0,0
0.037037037,0,0
0.03125,0,0
0.045454545,0,0
0.025,0,0
0.045454545,0,0
0.041666667,0,0
0.037037037,0,1
0.026315789,0,0
0.045454545,0,0
0.027777778,0,0
0.026315789,0,0
0.026315789,0,0
0.023255814,0,0
0.027777778,0,0
0.037037037,0,0
0.03030303,0,0
0.03125,0,0
0.029411765,0,0
0.034482759,0,0
0.034482759,0,0
0.15,0,0
0.127272727,0,0
0.138888889,0,0
0.071428571,0,0
0.0625,0,0
0.076923077,0,0
0.045454545,0,0
0.0625,0,0
0.055555556,0,1
0.041666667,0,0
0.052631579,0,0
0.033333333,0,0
0.071428571,0,0
0.035714286,0,0
0.033333333,0,0
0.033333333,0,0
0.028571429,0,0
0.035714286,0,0
0.052631579,0,0
0.04,0,0
0.0625,0,1
0.03125,0,0
0.033333333,0,0
0.03125,0,0
0.03125,0,0
0.027027027,0,0
0.033333333,0,0
0.023255814,0,0
0.037037037,0,0
0.076923077,0,0
0.037037037,0,0
0.03125,0,0
0.045454545,0,0
0.037037037,0,0
0.222222222,0,0
0.037037037,0,0
0.037037037,0,0
0.03125,0,0
0.026315789,0,0
0.275862069,0,1
0.064516129,0,0
0.21875,0,0
0.21875,0,0
0.222222222,0,0
0.233333333,0,0
0.086956522,0,0
0.012195122,0,0
0.037037037,0,0
0.023255814,0,0
0.037037037,0,0
0.022222222,0,0
0.026315789,0,0
0.034482759,0,0
0.076923077,0,0
0.026315789,0,0
0.034482759,0,0
0.142857143,0,0
0.021276596,0,0
0.032258065,0,0
0.032258065,0,0
0.027777778,0,0
0.027777778,0,0
0.076923077,0,0
0.055555556,0,0
0.033333333,0,0
0.03125,0,0
0.058823529,0,0
0.027777778,0,0
0.037037037,0,0
0.055555556,0,0
0.027777778,0,0
0,0,0
0.019230769,0,0
0,0,0
0.016949153,0,0
0.066666667,0,0
0.026315789,0,0
0.025,0,0
0.026315789,0,0
0.034482759,0,0
0.024390244,0,0
0.041666667,0,0
0.032258065,0,0
0.024390244,0,0
0.066666667,0,0
0,0,0
0,0,0
0.027777778,0,0
0.066666667,0,0
0.041666667,0,0
0.035714286,0,0
0.05,0,0
0.026315789,0,0
0.03125,0,0
0.03125,0,0
0.023255814,0,0
0.117647059,0,0
0.060606061,0,0
0.05,0,0
0.019230769,0,0
0.027777778,0,0
0.043478261,0,0
0.028571429,0,0
0.060606061,0,0
0.055555556,0,0
0.045454545,0,0
0.024390244,0,0
0.03125,0,0
0.571428571,0,0
0.027777778,0,0
0.05,0,0
0.04,0,0
0.025641026,0,0
0.024390244,0,0
0.037037037,0,0
0.034482759,0,0
0.033333333,0,0
0.022727273,0,0
0.034482759,0,0
0.020833333,0,0
0.025641026,0,0
0.037037037,0,0
0.037037037,0,0
0.037037037,0,0
0.03125,0,0
0.05,0,0
0.191489362,0,0
0.046511628,0,0
0.018181818,0,0
0.088888889,0,0
0.04,0,0
0.033333333,0,0
0.024390244,0,0
0.166666667,0,0
0.033333333,0,0
0.022727273,0,0
0.026315789,0,0
0.448275862,0,0
0.275862069,0,1
0.051282051,0,0
0.159090909,0,1
0.025641026,0,0
0,0,0
0.019230769,0,0
0.152173913,0,0
0.024390244,0,0
0.041666667,0,0
0.026315789,0,0
0.432432432,0,0
0.026315789,0,0
0.2,0,0
0.02,0,0
0.033333333,0,0
0.034482759,0,0
0.023255814,0,0
0.024390244,0,0
0.033333333,0,0
0.02173913,0,0
0.051282051,0,0
0.029411765,0,0
0.029411765,0,0
0.024390244,0,0
0.037037037,0,0
0.076923077,0,0
0.033333333,0,0
0.041666667,0,0
0.04,0,0
0.033333333,0,0
0.0625,0,0
0.020833333,0,0
0.03125,0,0
0.03125,0,0
0.027027027,0,0
0.071428571,0,0
0.052631579,0,0
0.032258065,0,0
0.03030303,0,0
0.055555556,0,0
0.027027027,0,0
0.217391304,0,0
0.018867925,0,0
0.016666667,0,0
0.025641026,0,0
0.025641026,0,0
0.033333333,0,0
0.03125,0,0
0.0625,0,0
0.022727273,0,0
0,0,0
0.027027027,0,0
0.04,0,0
0.034482759,0,0
0.047619048,0,0
0.076923077,0,0
0.076923077,0,0
0.022222222,0,0
0.034482759,0,0
0.029411765,0,0
0.0625,0,0
0.035714286,0,0
0.068965517,0,0
0.029411765,0,0
0.035714286,0,0
0.027777778,0,0
0.057142857,0,0
0.037037037,0,0
0.034482759,0,0
0,0,0
0.029411765,0,0
0.045454545,0,0
0.038461538,0,0
0.055555556,0,0
0.026315789,0,0
0.292682927,0,0
0.214285714,0,0
0.052631579,0,0
0.023255814,0,0
0.023255814,0,0
0.024390244,0,0
0.068965517,0,0
0.257142857,0,0
0.02173913,0,0
0.025,0,0
0.029411765,0,0
0.024390244,0,0
0.032258065,0,0
0.057142857,0,0
0.076923077,0,0
0.266666667,0,0
0.034482759,0,0
0.026315789,0,0
0.034482759,0,0
0.055555556,0,0
0.038461538,0,0
0.454545455,0,0
0.034482759,0,0
0.041666667,0,0
0.454545455,0,0
0.454545455,0,1
0.041666667,0,0
0.074074074,0,0
0.026315789,0,0
0.037037037,0,0
0.016393443,0,0
0.107142857,0,0
0.02,0,0
0.035087719,0,0
0.043478261,0,0
0.016949153,0,0
0.022222222,0,0
0.15,0,0
0.023255814,0,0
0.222222222,0,0
0.03125,0,0
0.020833333,0,0
0.027777778,0,0
0.023255814,0,0
0.022222222,0,0
0.023255814,0,0
0.03125,0,0
0.179487179,0,0
0.020833333,0,0
0.048780488,0,0
0.027777778,0,0
0.023255814,0,0
0.159090909,0,0
0.026315789,0,0
0.088888889,0,0
0.055555556,0,0
0.024390244,0,0
0.02,0,0
0.020833333,0,0
0.256410256,0,0
0.027027027,0,0
0.021276596,0,0
0.020833333,0,0
0.037037037,0,0
0.037037037,0,0
0.066666667,0,0
0.04,0,0
0.04,0,0
0.25,0,0
0.1875,0,0
0.055555556,0,0
0.04,0,0
0.03125,0,0
0.03125,0,0
0.05,0,0
0.033333333,0,0
0.033333333,0,0
0.052631579,0,0
0.03125,0,0
0.028571429,0,0
0.034482759,0,0
0.043478261,0,0
0.043478261,0,0
0.033333333,0,0
0.022727273,0,0
0.023809524,0,0
0.303030303,0,0
0.032258065,0,0
0.184210526,0,0
0.021276596,0,0
0.024390244,0,0
0.028571429,0,0
0.023809524,0,0
0.02173913,0,0
0.032258065,0,0
0.02,0,0
0.024390244,0,0
0.02,0,0
0.01369863,0,0
0.034482759,0,0
0.019230769,0,0
0.018518519,0,0
0.019230769,0,0
0.023255814,0,0
0.018181818,0,0
0.022222222,0,0
0.018181818,0,0
0.034482759,0,0
0.01754386,0,0
0,0,0
0.02,0,0
0.034482759,0,0
0.026315789,0,0
0.023809524,0,0
0.029411765,0,0
0.064516129,0,0
0.025,0,0
0.034482759,0,0
0.157894737,0,0
0.034482759,0,0
0.071428571,0,0
0.147058824,0,0
0.075,0,0
0.261904762,0,0
0.0625,0,0
0.205128205,0,0
0.020408163,0,0
0.023255814,0,0
0.027027027,0,0
0.022727273,0,0
0.034482759,0,0
0.055555556,0,0
0.032258065,0,0
0.05,0,0
0.029411765,0,0
0.035714286,0,0
0.058823529,0,0
0.032258065,0,0
0.038461538,0,0
0.038461538,0,0
0.033333333,0,0
0.025,0,0
0.034482759,0,0
0.159090909,0,0
0.052631579,0,0
0.023255814,0,0
0.020833333,0,0
0.020833333,0,0
0.015625,0,0
0.037037037,0,0
0.02,0,0
0.02,0,0
0.024390244,0,0
0.023255814,0,0
0.018181818,0,0
0,0,0
0.020833333,0,0
0.027777778,0,0
0.025,0,0
0.03125,0,0
0.027027027,0,0
0.243902439,0,0
0.025641026,0,0
0.018867925,0,0
0.021276596,0,0
0.027777778,0,0
0.020833333,0,0
0.235294118,0,0
0.033333333,0,0
0.256410256,0,0
0.026315789,0,0
0.037037037,0,0
0.186046512,0,0
0.127659574,0,0
0.272727273,0,0
0.227272727,0,0
0.275862069,0,0
0.189189189,0,0
0.142857143,0,0
0.225,0,0
0.275862069,0,0
0.051282051,0,0
0.159090909,0,0
0.111111111,0,0
0.027027027,0,0
0,0,0
0.037037037,0,0
0.018867925,0,0
0.0625,0,0
0.025641026,0,0
0.05,0,0
0.052631579,0,0
0.033333333,0,0
0.04,0,0
0.03125,0,0
0.023809524,0,0
0,0,0
0,0,0
0.027027027,0,0
0.04,0,0
0.034482759,0,0
0.047619048,0,0
0.052631579,0,0
0.179487179,0,0
0.034482759,0,0
0.071428571,0,0
0.029411765,0,0
0.055555556,0,0
0.043478261,0,0
0.013157895,0,0
0.03125,0,0
0.018181818,0,0
0.01754386,0,0
0.018181818,0,0
0.02173913,0,0
0.020833333,0,0
0.017241379,0,0
0.03125,0,0
0,0,0
0,0,0
0.018867925,0,0
0.03125,0,0
0.024390244,0,0
0.022222222,0,0
0.027027027,0,0
0.014285714,0,0
0.020408163,0,0
0.019607843,0,0
0.020408163,0,0
0.019230769,0,0
0.048780488,0,0
0.039215686,0,0
0.038461538,0,0
0.018518519,0,0
0.021276596,0,0
0.038461538,0,0
0.032258065,0,0
0.015625,0,0
0.014084507,0,0
0.05,0,0
0.05,0,0
0.037037037,0,0
0.023255814,0,0
0.02,0,0
0.019230769,0,0
0.02,0,0
0.029411765,0,0
0.029411765,0,0
0.024390244,0,0
0.027777778,0,0
0.05,0,0
0.05,0,0
0.034482759,0,0
0.03030303,0,0
0.04,0,0
0.034482759,0,0
0.023255814,0,0
0.05,0,0
0.037037037,0,0
0.018181818,0,0
0.020833333,0,0
0.05,0,0
0.037037037,0,0
0.034482759,0,0
0.027777778,0,0
0.03030303,0,0
0.025,0,0
0.023255814,0,0
0.03125,0,0
0.037037037,0,0
0.052631579,0,0
0.037037037,0,0
0.03125,0,0
0.0625,0,0
0.090909091,0,0
0.028571429,0,0
0.0625,0,0
0.068181818,0,0
0.022727273,0,0
0.063829787,0,0
0.017857143,0,0
0.311111111,0,0
0.210526316,0,0
0.044444444,0,0
0.461538462,0,1
0.208333333,0,0
0.0625,0,0
0.03030303,0,0
0.04,0,0
0.055555556,0,0
0.055555556,0,0
0.024390244,0,0
0.035714286,0,0
0.176470588,0,0
0.045454545,0,0
0.040816327,0,0
0.11627907,0,0
0.037037037,0,0
0.0625,0,0
0.038461538,0,0
0.032258065,0,0
0.043478261,0,0
0.058823529,0,0
0.042553191,0,0
0.117647059,0,0
0.133333333,0,0
0.025641026,0,0
0.025,0,0
0.03125,0,0
0.025641026,0,0
0.037037037,0,0
0.03125,0,0
0.034482759,0,0
0.185185185,0,0
0.176470588,0,0
0.115384615,0,0
0.033333333,0,0
0.214285714,0,0
0.051282051,0,0
0.173913043,0,0
0.333333333,0,1
0.157894737,0,0
0.03125,0,0
0.266666667,0,0
0.022727273,0,0
0.029411765,0,0
0.0625,0,0
0.023529412,0,0
0.266666667,0,0
0.181818182,0,0
0.025,0,0
0.085106383,0,0
0.208333333,0,0
0.285714286,0,0
0.25,0,0
0.176470588,0,0
0.022222222,0,0
0.032258065,0,0
0.027777778,0,0
0.03030303,0,0
0.142857143,0,0
0.068965517,0,0
0.16,0,0
0.052631579,0,0
0.051282051,0,0
0.083333333,0,0
0.04,0,0
0.05,0,0
0.090909091,0,0
0.04,0,0
0.125,0,0
0.03125,0,0
0.033333333,0,1
0.102564103,0,0
0.255813953,0,0
0.058823529,0,0
0.065217391,0,0
0.117647059,0,0
0.074074074,0,0
0.034482759,0,0
0.051282051,0,0
0.268292683,0,0
0.055555556,0,0
0.20754717,0,0
0.173913043,0,0
0.085106383,0,0
0.2,0,0
0.235294118,0,0
0.0625,0,0
0.055555556,0,0
0.034482759,0,0
0.033333333,0,0
0.024390244,0,0
0.189189189,0,0
0.179487179,0,0
0.166666667,0,0
0.076923077,0,0
0.222222222,0,0
0.111111111,0,0
0.068965517,0,0
0.037037037,0,0
0.135135135,0,0
0.166666667,0,0
0.242424242,0,0
0.060606061,0,0
0.024390244,0,0
0.037037037,0,0
0.034482759,0,0
0.037037037,0,0
0.189189189,0,0
0.041666667,0,0
0.098039216,0,0
0.022222222,0,0
0.047619048,0,0
0.033333333,0,0
0.076923077,0,0
0.14,0,0
0.4,0,1
0.3125,0,0
0.029411765,0,0
0.024390244,0,0
0.076923077,0,0
0.571428571,0,0
0.034482759,0,0
0.333333333,0,0
0.217391304,0,0
0.022222222,0,0
0.023255814,0,0
0.108108108,0,0
0.277777778,0,0
0.090909091,0,0
0.08,0,0
0.4,0,0
0.076923077,0,0
0.2,0,0
0.024390244,0,0
0.066666667,0,0
0.071428571,0,0
0.08,0,1
0.0625,0,0
0.086956522,0,0
0.117647059,0,0
0.090909091,0,0
0.133333333,0,0
0.025641026,0,0
0.034482759,0,0
0.076923077,0,0
0.086956522,0,0
0.0625,0,0
0.086956522,0,0
0.117647059,0,0
0.333333333,0,0
0.096774194,0,0
0.081081081,0,0
0.034482759,0,0
0.076923077,0,0
0.086956522,0,0
0.03125,0,0
0.071428571,0,0
0.156862745,0,0
0.257142857,0,1
0.257142857,0,0
0.027777778,0,0
0.023255814,0,0
0.071428571,0,0
0.352941176,0,0
0.032258065,0,0
0.314285714,0,0
0.16,0,0
0.021276596,0,0
0.022222222,0,0
0.102564103,0,0
0.297297297,0,0
0.066666667,0,0
0.1,0,0
0.03125,0,0
0.04,0,0
0.3125,0,0
0.173913043,0,0
0.023255814,0,0
0.024390244,0,0
0.147058824,0,0
0.189189189,0,0
0.063829787,0,0
0.033333333,0,0
0.037037037,0,0
0.35483871,0,0
0.029411765,0,0
0.024390244,0,0
0.037037037,0,0
0.034482759,0,0
0.020408163,0,0
0.191489362,0,0
0.022222222,0,0
0.023255814,0,0
0.108108108,0,0
0.0625,0,0
0.051282051,0,0
0.117647059,0,0
0.090909091,0,0
0.086956522,0,0
0.076923077,0,0
0.0625,0,0
0.025641026,0,0
0.034482759,0,0
0.076923077,0,0
0.086956522,0,0
0.071428571,0,0
0.14,0,0
0.024390244,0,0
0.037037037,0,0
0.108108108,0,0
0.333333333,0,0
0.022222222,0,0
0.047619048,0,1
0.138888889,0,0
0.243243243,0,0
0.03030303,0,0
0.166666667,0,0
0.043478261,0,0
0.066666667,0,0
0.063829787,0,0
0.03030303,0,0
0.086956522,0,0
0.058823529,0,0
0.093023256,0,0
0.03030303,0,0
0.111111111,0,0
0.063829787,0,0
0.075471698,0,0
0.066666667,0,0
0.041666667,0,0
0.093023256,0,0
0.130434783,0,0
0.047619048,0,0
0.016666667,0,0
0.033333333,0,0
0.071428571,0,0
0.076923077,0,0
0.068965517,0,0
0.033333333,0,0
0.027027027,0,0
0.016666667,0,0
0.068965517,0,0
0.076923077,0,0
0.064516129,0,0
0.025,0,0
0.01754386,0,0
0.041666667,0,0
0.2,0,0
0.041666667,0,0
0.037037037,0,0
0.037037037,0,0
0.029411765,0,0
0.096774194,0,0
0.01754386,0,0
0.037037037,0,0
0.041666667,0,0
0.071428571,0,0
0.1,0,0
0.14893617,0,0
0.066666667,0,0
0.018518519,0,0
0.025,0,0
0.048780488,0,0
0.025,0,0
0.14,0,0
0.06779661,0,0
0.078125,0,0
0.053571429,0,0
0.036363636,0,0
0.180327869,0,0
0.21875,0,0
0.03125,0,0
0.04,0,0
0.083333333,0,0
0.235294118,0,0
0.4,0,1
0.225,0,0
0.021276596,0,0
0.285714286,0,0
0.180327869,0,0
0.023255814,0,0
0.157894737,0,0
0.180327869,0,0
0.015625,0,0
0.142857143,0,0
0.01754386,0,0
0.016949153,0,0
0.025641026,0,0
0.162162162,0,0
0.101449275,0,0
0.121212121,0,0
0.35483871,0,0
0.21875,0,0
0.04,0,0
0.3125,0,0
0.114285714,0,0
0.35483871,0,0
0.3125,0,0
0.225,0,0
0.180327869,0,0
0.024390244,0,0
0.147058824,0,0
0.189189189,0,0
0.029411765,0,0
0.024390244,0,0
0.037037037,0,0
0.191489362,0,0
0.022222222,0,0
0.023255814,0,0
0.108108108,0,0
0.026315789,0,0
0.041666667,0,0
0.322580645,0,0
0.038461538,0,0
0.117647059,0,0
0.28125,0,0
0.230769231,0,0
0.023809524,0,0
0.051282051,0,0
0.151515152,0,0
0.228571429,0,0
0.060606061,0,0
0.3125,0,0
0.066666667,0,0
0.055555556,0,0
0.060606061,0,0
0.029411765,0,0
0.024390244,0,0
0.015625,0,0
0.060606061,0,0
0.066666667,0,0
0.057142857,0,0
0.026315789,0,0
0.024390244,0,0
0.024390244,0,0
0.042553191,0,0
0.142857143,0,0
0.35483871,0,0
0.026315789,0,0
0.023255814,0,0
0.037037037,0,0
0.076923077,0,0
0.041666667,0,0
0.2,0,0
0.037037037,0,0
0.037037037,0,0
0.029411765,0,0
0.0625,0,0
0.01754386,0,0
0.037037037,0,0
0.041666667,0,0
0.071428571,0,0
0.571428571,0,0
0.041666667,0,0
0.217391304,0,0
0.022222222,0,0
0.047619048,0,0
0.038461538,0,0
0.034482759,0,0
0.034482759,0,0
0.027777778,0,0
0.161290323,0,0
0.024390244,0,0
0.016949153,0,0
0.066666667,0,0
0.038461538,0,0
0.032258065,0,0
0.041666667,0,0
0.044444444,0,0
0.039215686,0,0
0.023809524,0,0
0.051282051,0,0
0.037037037,0,0
0.025641026,0,0
0.034482759,0,0
0.037037037,0,0
0.041666667,0,0
0.071428571,0,0
0.333333333,0,0
0.041666667,0,0
0.142857143,0,0
0.022222222,0,0
0.047619048,0,0
0.217391304,0,0
0.022222222,0,0
0.023255814,0,0
0.108108108,0,0
0.210526316,0,0
0.017857143,0,0
0.166666667,0,0
0.039215686,0,0
0.040816327,0,0
